"pontoLat";"pontoLong";"pontoEnd";"idtipoSinal";"tipoSinalDesc";"pontoVagas"
"-30.0602481";"-51.22912359999998";"R. Antenor Lemos 56";"7";"Parquimetro";"24"
"-30.0607952";"-51.2294662";"R. Antenor Lemos 127";"7";"Parquimetro";"26"
"-30.0604187";"-51.2305242";"Av. Padre Cacique 96";"7";"Parquimetro";"5"
"-30.0596476";"-51.228221";"R. Grão Pará";"7";"Parquimetro";"37"
"-30.0586122";"-51.2280814";"R. Costa 159";"7";"Parquimetro";"18"
"-30.0581046";"-51.2286717";"R. Ribeiro Cancela 86";"7";"Parquimetro";"18"
"-30.0575632";"-51.228639";"R. Ribeiro Cancela 55";"7";"Parquimetro";"15"
"-30.0576123";"-51.229582";"R. Praia de Belas 2166";"7";"Parquimetro";"12"
"-30.0576077";"-51.2297939";"R. Praia de Belas, defronte ao 2166";"7";"Parquimetro";"28"
"-30.058845";"-51.2299582";"R. Praia de Belas, defronte ao 2284";"7";"Parquimetro";"7"
"-30.0449858";"-51.2306867";"R. Celeste Gobatto 226";"7";"Parquimetro";"21"
"-30.043159";"-51.2301741";"R. Dr. Vicente de Paula Dutra 344";"7";"Parquimetro";"11"
"-30.0443245";"-51.2303296";"Pca. Eng Guilherme Gaudenzi";"7";"Parquimetro";"33"
"-30.0442038";"-51.2294445";"R. Dr. Vicente de Paula Dutra 111";"7";"Parquimetro";"24"
"-30.0456481";"-51.2313801";"R. Dolores de Alcaras Caldas";"7";"Parquimetro";"21"
"-30.0457131";"-51.2304789";"R. Dolores de Alcaras Caldas";"7";"Parquimetro";"40"
"-30.0457212";"-51.229988";"R. Dolores de Alcaras Caldas";"7";"Parquimetro";"26"
"-30.0368144";"-51.2109292";"R. José Bonifácio 675";"7";"Parquimetro";"23"
"-30.0372433";"-51.2117921";"R. José Bonifácio 581";"7";"Parquimetro";"24"
"-30.0375093";"-51.212377";"R. José Bonifácio 519";"7";"Parquimetro";"29"
"-30.0383277";"-51.2109595";"R. Santa Terezinha 142";"7";"Parquimetro";"18"
"-30.0382913";"-51.2115605";"Av. Venâncio Aires 928";"7";"Parquimetro";"12"
"-30.0378177";"-51.2107879";"Av. Venancio Aires 1020";"7";"Parquimetro";"8"
"-30.0374287";"-51.2111855";"R. Santa Terezinha, defronte ao 35";"7";"Parquimetro";"19"
"-30.0379628";"-51.209707";"R. Jacinto Gomes 55";"7";"Parquimetro";"26"
"-30.0364889";"-51.2073065";"R. Francisco Ferrer 461";"7";"Parquimetro";"31"
"-30.0375435";"-51.2083651";"R. Ramiro Barcelos 2099";"7";"Parquimetro";"30"
"-30.0360765";"-51.2083793";"R. Ramiro Barcelos 1925";"7";"Parquimetro";"17"
"-30.032273";"-51.21086489999999";"R. Fernandes Vieira, 332";"7";"Parquimetro";"32"
"-30.0347878";"-51.2084313";"R. Ramiro Barcelos, 1805";"7";"Parquimetro";"19"
"-30.0351782";"-51.2082783";"R. Cesar Lombroso 49";"7";"Parquimetro";"25"
"-30.0346142";"-51.209665";"R. Bento Figueiredo 10";"7";"Parquimetro";"34"
"-30.0393539";"-51.2088444";"Trav. Miranda e Castro 39";"7";"Parquimetro";"28"
"-30.0361826";"-51.2110573";"Lg Faibes Lubianca Neto";"7";"Parquimetro";"16"
"-30.0351641";"-51.209709299999986";"R. Felipe Camarão 662";"7";"Parquimetro";"12"
"-30.0334654";"-51.20972660000001";"R. Felipe Camarão 480";"7";"Parquimetro";"11"
"-30.0334458";"-51.2109131";"R. Fernandes Vieira 456";"7";"Parquimetro";"31"
"-30.0342521";"-51.2109544";"R. Fernandes Vieira 550";"7";"Parquimetro";"30"
"-30.0326489";"-51.218451";"Av. Osvaldo Aranha 374";"7";"Parquimetro";"13"
"-30.033076";"-51.2165344";"Av. Osvaldo Aranha 564";"7";"Parquimetro";"14"
"-30.0332128";"-51.2158586";"Av. Osvaldo Aranha 632";"7";"Parquimetro";"18"
"-30.0338977";"-51.2142485";"Av. Osvaldo Aranha 806";"7";"Parquimetro";"17"
"-30.0343902";"-51.2132985";"Av. Osvaldo Aranha 908";"7";"Parquimetro";"14"
"-30.0348564";"-51.2124022";"Av. Osvaldo Aranha 1004";"7";"Parquimetro";"12"
"-30.03522";"-51.2116905";"Av. Osvaldo Aranha 1092";"7";"Parquimetro";"17"
"-30.0357664";"-51.2106184";"Av. Osvaldo Aranha 1200";"7";"Parquimetro";"5"
"-30.0480961";"-51.2119312";"Freitas e Castro, defronte ao 551";"7";"Parquimetro";"19"
"-30.048612";"-51.2130476";"Freitas e Castro, defronte ao 451";"7";"Parquimetro";"26"
"-30.0503605";"-51.2142008";"R. Marcílio Dias 1490";"7";"Parquimetro";"30"
"-30.0517148";"-51.21430409999999";"R. Gen Caldwell 1321";"7";"Parquimetro";"25"
"-30.0527163";"-51.21496";"R. Vinte de Setembro 239";"7";"Parquimetro";"28"
"-30.0527877";"-51.2143551";"R. Barão do Triunfo 712";"7";"Parquimetro";"22"
"-30.0539552";"-51.2147173";"R. Visconde do Herval 1350";"7";"Parquimetro";"18"
"-30.0292838";"-51.2279845";"Av. Borges de Medeiros 328";"7";"Parquimetro";"49"
"-30.0336759";"-51.228025";"Av. Borges de Medeiros 1001";"7";"Parquimetro";"11"
"-30.0337607";"-51.2278265";"Av. Borges de Medeiros 1012";"7";"Parquimetro";"11"
"-30.0353825";"-51.228190900000016";"Av. Borges de Medeiros 1001";"7";"Parquimetro";"12"
"-30.035555";"-51.2279186";"Borges de Medeiros x Viaduto Otávio Rocha B/C";"7";"Parquimetro";"30"
"-30.0365781";"-51.2282437";"Borges de Medeiros x Viaduto Otávio Rocha C/B";"7";"Parquimetro";"23"
"-30.0360396";"-51.227788";"R. Demétrio Ribeiro 1164";"7";"Parquimetro";"26"
"-30.0287141";"-51.2335545";"Av. Mauá 837";"7";"Parquimetro";"12"
"-30.0290623";"-51.2342939";"R. João Manoel 119";"7";"Parquimetro";"26"
"-30.02951";"-51.2352414";"Av. Mauá x R. Araújo Ribeiro";"7";"Parquimetro";"41"
"-30.0299965";"-51.2354324";"R. Siqueira Campos 664";"7";"Parquimetro";"14"
"-30.0296999";"-51.2345687";"R. Siqueira Campos 718";"7";"Parquimetro";"9"
"-30.0293442";"-51.2335426";"R. Siqueira Campos 832";"7";"Parquimetro";"10"
"-30.029031";"-51.2326846";"R. Siqueira Campos 896";"7";"Parquimetro";"31"
"-30.0287542";"-51.2318189";"R. Siqueira Campos 944";"7";"Parquimetro";"17"
"-30.0285376";"-51.2311403";"R. Siqueira Campos 1044";"7";"Parquimetro";"9"
"-30.0283442";"-51.2306085";"R. Siqueira Campos 1100";"7";"Parquimetro";"11"
"-30.0278276";"-51.2311041";"R. Cassiano Nascimento";"7";"Parquimetro";"11"
"-30.0278986";"-51.2292795";"R. Siqueira Campos 1248";"7";"Parquimetro";"5"
"-30.0277857";"-51.2283857";"Av. Borges de Medeiros 102";"7";"Parquimetro";"6"
"-30.0320539";"-51.2300822";"R. Gen Camara x Praça Mal Deodoro";"7";"Parquimetro";"18"
"-30.0302938";"-51.2349129";"Trav. Araújo Ribeiro, Defronte ao 305";"7";"Parquimetro";"14"
"-30.0299616";"-51.2337705";"R. Ge. João Manoel 157";"7";"Parquimetro";"26"
"-30.0309539";"-51.235081";"R. Sete de Setembro 531";"7";"Parquimetro";"15"
"-30.0305561";"-51.23405819999999";"R. Sete de Setembro 641";"7";"Parquimetro";"36"
"-30.0304981";"-51.234084";"R. Sete de Setembro 630";"7";"Parquimetro";"8"
"-30.0301579";"-51.233211";"R. Sete de Setembro 730";"7";"Parquimetro";"8"
"-30.0302917";"-51.2332178";"R. Sete de Setembro 723";"7";"Parquimetro";"20"
"-30.0301283";"-51.2327498";"R. Sete de Setembro 769";"7";"Parquimetro";"13"
"-30.0301823";"-51.2320697";"R. Caldas Junior  219";"7";"Parquimetro";"9"
"-30.0309258";"-51.2317376";"R. Caldas Junior, defronte ao 300";"7";"Parquimetro";"7"
"-30.0314918";"-51.2315562";"R. Caldas Júnior 345";"7";"Parquimetro";"13"
"-30.0294823";"-51.2324747";"R. Caldas Júnior 121";"7";"Parquimetro";"19"
"-30.0308245";"-51.2323049";"R. dos Andradas 933";"7";"Parquimetro";"10"
"-30.0308583";"-51.2335411";"R. Gen. João Manoel 217";"7";"Parquimetro";"12"
"-30.0315834";"-51.233231699999976";"R. Gen. João Manoel 300";"7";"Parquimetro";"9"
"-30.0289143";"-51.2088856";"Av. Independência, 1200";"7";"Parquimetro";"23"
"-30.0290087";"-51.2098043";"Av. Independência, 1114";"7";"Parquimetro";"77"
"-30.0310674";"-51.2329761";"R. dos Andradas, 861";"7";"Parquimetro";"12"
"-30.0385028";"-51.2083369";"R. Ramiro Barcelos, 2205";"7";"Parquimetro";"19"
"-30.0278763";"-51.2267239";"Praça Quinze de Novembro, 38";"7";"Parquimetro";"30"
"-30.0280965";"-51.2213109";"Av. Alberto Bins, 537";"7";"Parquimetro";"10"
"-30.0342739";"-51.2278318";"Av. Borges de Medeiros x Rua Duque de Caxias B/C Defronte ao nº 901";"7";"Parquimetro";"15"
"-30.0225154";"-51.1995293";"R. Tobias da Silva, 236";"7";"Parquimetro";"18"
"-30.0225356";"-51.1987915";"R. Tobias da Silva, 287";"7";"Parquimetro";"12"
"-30.028457932689733";"-51.22413140978699";"Av. Otávio Rocha, 236";"7";"Parquimetro";"12"
"-30.0305956";"-51.2188733";"R. Irmão José Otão 11";"8";"Parquímetro Retirado";"22"
"-30.0439459";"-51.1820941";"R. Caju 68";"8";"Parquímetro Retirado";"21"
"-30.0430943";"-51.1813454";"Av. Protásio Alves 2760";"8";"Parquímetro Retirado";"29"
"-30.0219559";"-51.1929174";"R. 24 de Outubro 1585";"8";"Parquímetro Retirado";"19"
"-30.0217691";"-51.1923328";"R. 24 de Outubro 1648";"8";"Parquímetro Retirado";"31"
"-30.0228061";"-51.2025684";"Praça Mauricio Cardoso, defronte ao 99";"8";"Parquímetro Retirado";"0"
"-30.020194";"-51.2073613";"R. Sete de Abril 450";"8";"Parquímetro Retirado";"24"
"-30.0224198";"-51.2084235";"R. Dr Valle 41";"8";"Parquímetro Retirado";"25"
"-30.0208625";"-51.2082377";"R. Hoffman 609";"8";"Parquímetro Retirado";"15"
"-30.0197454";"-51.2066332";"Av. Cristovão Colombo 1380";"8";"Parquímetro Retirado";"9"
"-30.0199652";"-51.2066204";"Av. Cristovão Colombo 1335";"8";"Parquímetro Retirado";"14"
"-30.0193924";"-51.2063313";"Av. Cristovão Colombo 1430";"8";"Parquímetro Retirado";"13"
"-30.0195185";"-51.2062271";"Av. Cristovão Colombo 1413";"8";"Parquímetro Retirado";"10"
"-30.01803";"-51.1980363";"Av. Cristovão Colombo 2211";"8";"Parquímetro Retirado";"11"
"-30.0186117";"-51.1979765";"R. Quintino Bocaiuva 41";"8";"Parquímetro Retirado";"12"
"-30.0186233";"-51.1976202";"R. Cel. Bordini, defronte ao 85";"8";"Parquímetro Retirado";"23"
"-30.0187752";"-51.1974815";"R. Cel. Bordini 96";"8";"Parquímetro Retirado";"19"
"-30.019344";"-51.1974636";"R. Cel. Bordini 155";"8";"Parquímetro Retirado";"25"
"-30.0198996";"-51.1979079";"R. Marques do Pombal, defronte 641";"8";"Parquímetro Retirado";"8"
"-30.031557225638636";"-51.22808492576024";"Rua Riachuelo nº 1334";"9";"Carga e Descarga Permitida";"2"
"-30.03160785301806";"-51.23050231840267";"Rua Riachuelo nº 1134DF";"9";"Carga e Descarga Permitida";"3"
"-30.03184522766061";"-51.2313899052167";"Rua Riachuelo nº 1031";"9";"Carga e Descarga Permitida";"1"
"-30.032154345477405";"-51.23240348803739";"Rua Riachuelo nº 933";"9";"Carga e Descarga Permitida";"1"
"-30.03276472702856";"-51.23442729386579";"Rua Riachuelo nº 731";"9";"Carga e Descarga Permitida";"2"
"-30.03284850000000";"-51.23481420000002";"Rua Riachuelo nº 678 (CDP DAS 07 ÀS 19H)";"9";"Carga e Descarga Permitida";"1"
"-30.0333097266183";"-51.23632770582839";"Rua Riachuelo nº 535DF";"9";"Carga e Descarga Permitida";"1"
"-30.033949200000002";"-51.23848968037396";"Rua Riachuelo nº 296 - PE 2-6ª 7 Às 19h Sab 9 às 13h - CDP";"9";"Carga e Descarga Permitida";"1"
"-30.03299020291079";"-51.238614230491805";"Rua dos Andradas nº 299";"9";"Carga e Descarga Permitida";"3"
"-30.0323682";"-51.236893099999975";"Rua dos Andradas nº 477 (Somente caminhonete)";"9";"Carga e Descarga Permitida";"2"
"-30.03166030752062";"-51.23468948098565";"Rua dos Andradas nº 685 ()";"9";"Carga e Descarga Permitida";"5"
"-30.03141280351633";"-51.234159437434414";"Rua dos Andradas nº 749";"9";"Carga e Descarga Permitida";"2"
"-30.03103083961592";"-51.23309865152055";"Rua dos Andradas nº 860";"9";"Carga e Descarga Permitida";"4"
"-30.03085228127426";"-51.232752776057396";"Rua dos Andradas nº 904";"9";"Carga e Descarga Permitida";"2"
"-30.029693531501216";"-51.224537696924244";"Rua dos Andradas nº 1700";"9";"Carga e Descarga Permitida";"2"
"-30.029576686189067";"-51.23393016120252";"Rua Siqueira Campos nº 805";"9";"Carga e Descarga Permitida";"1"
"-30.028550282378745";"-51.23076515456495";"Rua Cassiano Nascimento";"9";"Carga e Descarga Permitida";"3"
"-30.0306257";"-51.22935080000002";"Rua Andrade Neves nº 59";"9";"Carga e Descarga Permitida";"3"
"-30.030585";"-51.23563660000002";"Rua Bento Martins nº 44 - PE 2-6ª 7 Às 19h - CDP das 7 às 15h ";"9";"Carga e Descarga Permitida";"2"
"-30.033356514280236";"-51.23449013128277";"Rua Bento Martins nº 401 - PE 2-6ª 7 Às 19h Sab 9 às 13h - CDP";"9";"Carga e Descarga Permitida";"4"
"-30.0346168364118";"-51.233834806745904";"Rua Bento Martins nº 557 - PE 2-6ª 7 Às 19h Sab 9 às 13h - CDP";"9";"Carga e Descarga Permitida";"3"
"-30.03249556215063";"-51.22799094236257";"Rua Jerônimo Coelho nº 127DF";"9";"Carga e Descarga Permitida";"2"
"-30.037144502081144";"-51.23083107116395";"Rua Washington Luis nº 960 - PE 2-6ª 7 Às 19h Sab 9 às 13h - CDP";"9";"Carga e Descarga Permitida";"1"
"-30.03673305999353";"-51.232173200000034";"Rua Washington Luis nº 815 - PE 2-6ª 7 Às 19h Sab 9 às 13h - CDP";"9";"Carga e Descarga Permitida";"1"
"-30.0363377200504";"-51.234017192071406";"Rua Washington Luis nº 630";"9";"Carga e Descarga Permitida";"2"
"-30.035191097771378";"-51.22792024722139";"Av. Borges de Medeiros  nº 980";"9";"Carga e Descarga Permitida";"1"
"-30.0368531";"-51.228289099999984";"Av. Borges de Medeiros  nº 1137";"9";"Carga e Descarga Permitida";"1"
"-30.03572654583015";"-51.233520788954934";"Rua Demétrio Ribeiro nº 581 - PE 2-6ª 7 Às 19h Sab 9 às 13h - CDP";"9";"Carga e Descarga Permitida";"3"
"-30.03612255679103";"-51.23035536441802";"Rua Demétrio Ribeiro nº 918";"9";"Carga e Descarga Permitida";"3"
"-30.036197840279105";"-51.229792355819654";"Rua Demétrio Ribeiro nº 935 - PE 2-6ª 7 Às 19h Sab 9 às 13h - CDP";"9";"Carga e Descarga Permitida";"1"
"-30.036050027579666";"-51.229010584655725";"Rua Demétrio Ribeiro nº 1042 - PE 2-6ª 7 Às 19h Sab 9 às 13h - CDP";"9";"Carga e Descarga Permitida";"3"
"-30.030913839129276";"-51.23784112222904";"Rua Siqueira Campos nº 431 (CDP das 10 às 16h)";"9";"Carga e Descarga Permitida";"1"
"-30.03349302404696";"-51.231572920832036";"Rua Gen Auto x Duque de Caxias ";"9";"Carga e Descarga Permitida";"1"
"-30.033545496027592";"-51.22972526193655";"Rua Espirito Santo x Duque de Caxias ";"9";"Carga e Descarga Permitida";"2"
"-30.033715976574246";"-51.23682734232784";"Rua Gen Portinho nº 332";"9";"Carga e Descarga Permitida";"1"
"-30.03534839506622";"-51.22731424418032";"Rua Mal Floriano Peixoto nº 715";"9";"Carga e Descarga Permitida";"3"
"-30.02741700557674";"-51.23074819386579";"Rua Gen Camara nº 20DF (Somente Motocicletas)";"9";"Carga e Descarga Permitida";"7"
"-30.034892533202125";"-51.22706855439225";"Rua Fernando Machado nº 1156";"9";"Carga e Descarga Permitida";"1"
"-30.036688238000902";"-51.22780362016829";"Rua Cel Genuino nº 330";"9";"Carga e Descarga Permitida";"2"
"-30.03589643218314";"-51.227253767320235";"Rua Cel Genuino nº 217";"9";"Carga e Descarga Permitida";"3"
"-30.03601949919178";"-51.227237674066146";"Rua José do Patrocínio nº 14";"9";"Carga e Descarga Permitida";"1"
"-30.029827426019068";"-51.22465945581973";"Rua Dr Flores nº 307DF";"9";"Carga e Descarga Permitida";"7"
"-30.030518137031287";"-51.22363638465578";"Rua General Vitorino nº 305";"9";"Carga e Descarga Permitida";"1"
"-30.028046181272074";"-51.22379195277864";"Rua Senhor dos Passos nº 104";"9";"Carga e Descarga Permitida";"1"
"-30.0288015";"-51.22386849999998";"Praça Otávio Rocha  nº 71";"9";"Carga e Descarga Permitida";"2"
"-30.027249147759466";"-51.22250410560662";"Rua Pinto Bandeira nº 335";"9";"Carga e Descarga Permitida";"2"
"-30.02895498161677";"-51.22237876695033";"Rua Pinto Bandeira nº 513";"9";"Carga e Descarga Permitida";"2"
"-30.028085534826793";"-51.22214115358429";"Rua Alberto Bins nº 458";"9";"Carga e Descarga Permitida";"1"
"-30.028014259004095";"-51.221043121853654";"Rua Alberto Bins nº 554";"9";"Carga e Descarga Permitida";"1"
"-30.02799858529861";"-51.2193867778642";"Rua Alberto Bins nº 669";"9";"Carga e Descarga Permitida";"2"
"-30.02793820793687";"-51.21941896437238";"Rua Alberto Bins nº 702";"9";"Carga e Descarga Permitida";"2"
"-30.028889074552428";"-51.220937659241486";"Rua Cel Vicente nº 591";"9";"Carga e Descarga Permitida";"6"
"-30.026716621592538";"-51.220943098147586";"Rua Cel Vicente nº 383";"9";"Carga e Descarga Permitida";"10"
"-30.027554945079537";"-51.220943098147586";"Rua Cel Vicente nº 451";"9";"Carga e Descarga Permitida";"3"
"-30.031564";"-51.22486279999998";"Praça Conde de Porto Alegre  nº 16";"9";"Carga e Descarga Permitida";"2"
"-30.032188267172877";"-51.22449222193188";"Rua Duque de Caxias nº 1735";"9";"Carga e Descarga Permitida";"2"
"-30.03284744767652";"-51.225503179877705";"Rua Duque de Caxias nº 1588";"9";"Carga e Descarga Permitida";"1"
"-30.03360444674925";"-51.22706422552437";"Rua Duque de Caxias nº 1405";"9";"Carga e Descarga Permitida";"1"
"-30.026338264212036";"-51.22418383795929";"Praça Rui Barbosa nº 188";"9";"Carga e Descarga Permitida";"2"
"-30.026890956840496";"-51.22457544047546";"Praça Rui Barbosa nº 189";"9";"Carga e Descarga Permitida";"3"
"-30.026485514090187";"-51.22767283590372";"Praça Revolução Farroupilha";"9";"Carga e Descarga Permitida";"2"
"-30.026642265230976";"-51.2268775609308";"Av. Júlio de Castilhos  nº 10 (2ª a 6ª das 20 às 16h)";"9";"Carga e Descarga Permitida";"1"
"-30.024977419648682";"-51.22330943782043";"Rua Chaves Barcelos nº 36 (Somente Caminhonete)";"9";"Carga e Descarga Permitida";"5"
"-30.025051732461975";"-51.22334698874664";"Rua Chaves Barcelos nº 27 (Somente Caminhonete)";"9";"Carga e Descarga Permitida";"6"
"-30.02570665903883";"-51.22316729224195";"Rua Chaves Barcelos nº 157 (Somente Caminhonete | Das 09 às 16h)";"9";"Carga e Descarga Permitida";"8"
"-30.026585552553765";"-51.22250954926898";"Praça Osvaldo Cruz 10";"9";"Carga e Descarga Permitida";"1"
"-30.025680482615112";"-51.22029749057424";"Rua Com Manoel Pereira nº 237";"9";"Carga e Descarga Permitida";"2"
"-30.022858";"-51.218969000000016";"Largo Vespasiano Júlio Veppo  nº 13";"9";"Carga e Descarga Permitida";"1"
"-30.034028";"-51.22333370000001";"Tv Tuyuty  nº 91";"9";"Carga e Descarga Permitida";"1"
"-30.0329189";"-51.222948900000006";"Av. João Pessoa  nº 41";"9";"Carga e Descarga Permitida";"1"
"-30.033154097870902";"-51.22384494217454";"Av. Des. André da Rocha  nº 92";"9";"Carga e Descarga Permitida";"1"
"-30.03363865318097";"-51.224567142327885";"Av. Des. André da Rocha  nº 165";"9";"Carga e Descarga Permitida";"1"
"-30.03672455572242";"-51.226518446634316";"Rua José do Patrocínio nº 102";"9";"Carga e Descarga Permitida";"2"
"-30.03774335356917";"-51.228043801323224";"Praça dos Açorianos";"9";"Carga e Descarga Permitida";"1"
"-30.03226579089469";"-51.22598429687815";"Rua Vigário José Inácio nº 715";"9";"Carga e Descarga Permitida";"1"
"-30.031720705255516";"-51.227017923188384";"Rua Mal Floriano Peixoto nº 333";"9";"Carga e Descarga Permitida";"5"
"-30.032145255783373";"-51.22705513372955";"Rua Mal Floriano Peixoto nº 363 (Som. Motos)";"9";"Carga e Descarga Permitida";"1"
"-30.026083569743676";"-51.22596529881133";"Rua Vigário José Inácio nº 15";"9";"Carga e Descarga Permitida";"1"
"-30.028118774757896";"-51.228219043022136";"Largo Glênio Peres  nº 115 (Motocicletas das 10 às 20h - Caminhão das 22 às 10h)";"9";"Carga e Descarga Permitida";"1"
"-30.02803981983472";"-51.22825793505285";"Av. Borges de Medeiros nº 138 (Carga e Descarga Permitida das 22 às 10 | Caminhão | Paralelo)";"9";"Carga e Descarga Permitida";"4"
"-30.028073491794938";"-51.22829950929258";"Av. Borges de Medeiros nº 138 (Carga e Descarga | Fila Dupla permitida das 20 às 09h)";"9";"Carga e Descarga Permitida";"2"
"-30.03614963705119";"-51.23742359752032";"Rua Gen Vasco Alves nº 508";"9";"Carga e Descarga Permitida";"1"
"-30.0347053334825";"-51.238008319085566";"Rua Gen Vasco Alves nº 330";"9";"Carga e Descarga Permitida";"2"
"-30.035227149300173";"-51.23958402634497";"Rua Duque de Caxias nº 170";"9";"Carga e Descarga Permitida";"1"
"-30.036438062930316";"-51.23184243699097";"Rua Gen Auto nº 338";"9";"Carga e Descarga Permitida";"1"
"-30.035036159274206";"-51.23241322153626";"Rua Fernando Machado nº 530 - PE 2-6ª 7 Às 19h Sab 9 às 13h - CDP";"9";"Carga e Descarga Permitida";"2"
"-30.03498987226977";"-51.22992343560924";"Rua Fernando Machado nº 788 - PE 2-6ª 7 Às 19h Sab 9 às 13h - CDP";"9";"Carga e Descarga Permitida";"2"
"-30.035090060938792";"-51.23067585522631";"Rua Fernando Machado nº 707 - PE 2-6ª 7 Às 19h Sab 9 às 13h - CDP";"9";"Carga e Descarga Permitida";"2"
"-30.034991144205584";"-51.22819883873274";"Rua Fernando Machado nº 939";"9";"Carga e Descarga Permitida";"2"
"-30.033319288439056";"-51.232347926973944";"Rua Duque de Caxias nº 901";"9";"Carga e Descarga Permitida";"1"
"-30.0334175";"-51.228528100000005";"Rua Duque de Caxias nº 1262";"9";"Carga e Descarga Permitida";"2"
"-30.032335778346482";"-51.2299239442458";"Praça Marechal Deodoro nº 2 (Somente Caminhonete)";"9";"Carga e Descarga Permitida";"1"
"-30.032401442488585";"-51.22924476300335";"Rua Jerônimo Coelho nº 12";"9";"Carga e Descarga Permitida";"1"
"-30.033189517900706";"-51.23274844462071";"Rua João Manoel nº 462 - Somente Caminhonete";"9";"Carga e Descarga Permitida";"1"
"-30.031890790842343";"-51.233162702270306";"Rua João Manoel nº 316";"9";"Carga e Descarga Permitida";"1"
"-30.029572906608905";"-51.23234840388113";"Rua Caldas Junior nº 120";"9";"Carga e Descarga Permitida";"3"
"-30.031720808146222";"-51.231379030914866";"Rua Caldas Junior nº 390";"9";"Carga e Descarga Permitida";"3"
"-30.031093639425812";"-51.23170504675909";"Rua Caldas Junior nº 261";"9";"Carga e Descarga Permitida";"1"
"-30.032586099546993";"-51.237273663897895";"Rua Gen Portinho nº 226";"9";"Carga e Descarga Permitida";"1"
"-30.029271327293614";"-51.23467802850121";"Av. Mauá  nº 701";"9";"Carga e Descarga Permitida";"1"
"-30.029060469056386";"-51.23211834070037";"Rua Capitão Montanha ";"9";"Carga e Descarga Permitida";"1"
"-30.028878860796556";"-51.230065577450944";"Rua Gen Camara nº DF40 (2ª a 6ª das 6 às 20h | Sábados das 6 Às 13h)";"9";"Carga e Descarga Permitida";"9"
"-30.02880797924337";"-51.22870990690183";"Rua Uruguai nº 240";"9";"Carga e Descarga Permitida";"1"
"-30.028003682903467";"-51.22468930000002";"Rua Dr Flores nº 105 (2ª a 6ª das 20 às 16h)";"9";"Carga e Descarga Permitida";"7"
"-30.03392832961378";"-51.23518918836061";"Rua Duque de Caxias n 624";"9";"Carga e Descarga Permitida";"1"
"-30.026425589738004";"-51.22614964232787";"Av. Júlio de Castilhos  nº 64 (2ª a 6ª das 20 às 16h)";"9";"Carga e Descarga Permitida";"1"
"-30.02711251716619";"-51.22831656606729";"Av. Júlio de Castilhos  nº 1 (Das 06 às 10h)";"9";"Carga e Descarga Permitida";"9"
"-30.0332051";"-51.23265070000002";"Rua João Manoel  nº 462";"9";"Carga e Descarga Permitida";"1"
"-30.0342545";"-51.235904600000026";"Rua Duque de Caxias nº 567";"9";"Carga e Descarga Permitida";"1"
"-30.029870111353734";"-51.224740562565614";"Rua Doutor Flores nº 307 (Somente Motocicletas)";"9";"Carga e Descarga Permitida";"4"
"-30.0300769";"-51.22483699999998";"Rua Doutor Flores nº 323 (Somente Caminhonete)";"9";"Carga e Descarga Permitida";
"-30.02848172024418";"-51.22239267810892";"Rua Pinto Bandeira nº 471";"9";"Carga e Descarga Permitida";
"-30.026585552553765";"-51.222458587297695";"Praça Osvaldo Cruz nº 15";"9";"Carga e Descarga Permitida";"1"
"-30.0246969";"-51.22157199999998";"Rua Cel Vicente nº 134DF (Das 10 às 16h)";"9";"Carga e Descarga Permitida";"5"
"-30.03482486455087";"-51.23476547116394";"Rua Fernando Machado, n° 306";"9";"Carga e Descarga Permitida";"1"
"-30.028237599999976";"-51.202991446032684";"Rua Dr. Florêncio Ygartua, n° 188";"9";"Carga e Descarga Permitida";
"-30.026208627365207";"-51.20345449919739";"Rua Dr. Hilário Ribeiro, n° 300 | PE DAS 8 AS 20H CARGA E DESCARGA PERMITIDA";"9";"Carga e Descarga Permitida";
"-30.0276375";"-51.20197989999997";"Rua Comendador Caminha, n° 102 | PE DAS 6 AS 20H CARGA E DESCARGA PERMITIDA";"9";"Carga e Descarga Permitida";
"-30.025241856328435";"-51.2036490539673";"Rua Padre Chagas, n° 186 | PE DAS 8 AS 20H CARGA E DESCARGA PERMITIDA";"9";"Carga e Descarga Permitida";
"-30.024514569844793";"-51.202792096295184";"Rua Padre Chagas, n° 310 | PE DAS 8 AS 20H CARGA E DESCARGA PERMITIDA";"9";"Carga e Descarga Permitida";
"-30.026310399999993";"-51.204899462565606";"Rua Padre Chagas, n° 25";"9";"Carga e Descarga Permitida";
"-30.02564199736928";"-51.20422697539368";"Rua Padre Chagas, n° 80 - Somente Motocicleta";"9";"Carga e Descarga Permitida";
"-30.02580312133783";"-51.20219350859833";"R. 24 de Outubro, n° 591";"9";"Carga e Descarga Permitida";
"-30.022926450816716";"-51.20269597116396";"Praça Dr. Maurício Cardoso, 81";"9";"Carga e Descarga Permitida";"1"
"-30.02314170853978";"-51.20345805977172";"R. Dinarte Ribeiro, 56";"9";"Carga e Descarga Permitida";"1"
"-30.022512297996293";"-51.19948426441806";"R. Tobias da Silva, 221 - PROIBIDO ESTACIONAR CARGA E DESCARGA PERMITIDA DAS 7 ÀS 19H";"9";"Carga e Descarga Permitida";"1"
"-30.022651493855886";"-51.2008877128975";"R. Tobias da Silva, 120";"9";"Carga e Descarga Permitida";"1"
